trip_uuid,source_center,destination_center,data,route_type,route_schedule_uuid,source_name,destination_name,trip_creation_time,od_start_time,od_end_time,scan_count,actual_minutes_segsum,osrm_minutes_segsum,osrm_km_segsum,actual_minutes_cummax,actual_minutes_summary,osrm_minutes_summary,osrm_km_summary,actual_minutes,osrm_minutes,osrm_km,reconstruction_source,reconstruction_gap_min,start_hour,day_of_week,is_weekend,time_of_day,delay_ratio,delay_minutes,delay_ratio_w,split,corridor_id,promise_factor,promised_minutes,late_threshold_minutes,is_late,excess_minutes,is_late_raw,excess_minutes_raw,observed_route_type,eta_FTL,transport_cost_FTL,eta_Carting,transport_cost_Carting,late_minutes_FTL,generalised_cost_FTL,late_minutes_Carting,generalised_cost_Carting,recommended_route_type,in_overlap_band,would_switch,eta_minutes_saved_by_ftl,ftl_cost_premium_inr,generalised_saving_inr,distance_band
trip-153836055663290171,IND421302AAG,IND562132AAA,test,FTL,thanos::sroute:21dcaeeb-fa40-45f1-85e9-0b10815d794d,Bhiwandi_Mankoli_HB (Maharashtra),Bangalore_Nelmngla_H (Karnataka),2018-10-01 02:22:36.633133,2018-10-01 02:22:36.633133,2018-10-02 02:33:07.255769,38,1260.0,751.0,976.8279,1276.0,1276.0,709.0,968.8083,1276.0,709.0,968.8083,summary_row,16.0,2,Monday,0,late_night,1.7997179125528915,567.0,1.7997179125528915,test,IND421302AAG->IND562132AAA,1.9044420368364028,1350.2494041170096,1552.786814734561,0,0.0,1,425.20000000000005,FTL,1338.002207778653,33501.865600000005,1334.8093454272325,41389.9486,0.0,53571.8987166798,0.0,61412.08878140849,FTL,False,False,-3.1928623514204446,-7888.082999999999,0.0,300km+
trip-153836055663290171,IND562132AAA,IND600056AAB,test,FTL,thanos::sroute:21dcaeeb-fa40-45f1-85e9-0b10815d794d,Bangalore_Nelmngla_H (Karnataka),MAA_Poonamallee_HB (Tamil Nadu),2018-10-01 02:22:36.633133,2018-10-02 02:33:07.255769,2018-10-02 17:20:50.588185,13,445.0,304.0,344.8292,449.0,449.0,242.0,319.2581,449.0,242.0,319.2581,summary_row,4.0,2,Tuesday,0,late_night,1.8553719008264462,207.0,1.8553719008264462,test,IND562132AAA->IND600056AAB,1.9920960187353631,482.0872365339579,554.4003220140515,0,0.0,1,158.60000000000002,FTL,480.1588567958179,12716.2592,486.8424075898489,14108.8402,0.0,19918.64205193727,0.0,21411.476313847736,FTL,False,False,6.683550794031021,-1392.5810000000001,0.0,300km+
trip-153849763046309003,IND401104AAB,IND421302AAG,test,Carting,thanos::sroute:78f13c07-c20c-4dd8-8ddb-254d5fad866d,Mumbai_MiraRoad_M (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2018-10-02 16:27:10.463368,2018-10-02 16:27:10.463368,2018-10-02 22:24:07.640142,2,64.0,25.0,29.494,64.0,64.0,26.0,29.494,64.0,26.0,29.494,summary_row,0.0,16,Tuesday,0,afternoon,2.4615384615384617,38.0,2.4615384615384617,test,IND401104AAB->IND421302AAG,2.6857142857142855,69.82857142857142,80.30285714285714,0,0.0,1,32.8,Carting,64.44526035827315,3443.808,105.15439569499952,1938.748,0.0,4410.486905374097,24.851538552142387,4385.867784749977,Carting,True,False,40.709135336726376,1505.06,0.0,25-75km
trip-153809493789848961,IND209304AAA,IND209801AAA,test,Carting,thanos::sroute:ba05c968-4aad-49ce-bf38-21469494acc4,Kanpur_Central_H_6 (Uttar Pradesh),Unnao_VikasRam_D (Uttar Pradesh),2018-09-28 00:35:37.898741,2018-09-28 00:35:37.898741,2018-09-28 03:43:14.291471,5,115.0,30.0,46.8437,117.0,117.0,33.0,46.8436,117.0,33.0,46.8436,summary_row,2.0,0,Friday,0,late_night,3.5454545454545454,84.0,3.5454545454545454,test,IND209304AAA->IND209801AAA,2.262626262626263,74.66666666666669,85.86666666666669,1,31.13333333333331,1,77.4,Carting,107.3090063015746,3998.9952000000003,107.66827912076555,2667.4312,21.44233963490791,6359.112181745396,21.80161245409886,5045.511822704943,Carting,True,False,0.35927281919094867,1331.5640000000003,0.0,25-75km
trip-153808830610472108,IND712311AAA,IND743235AAA,test,FTL,thanos::sroute:45149f75-7ccc-4a66-8feb-4137a0b3d072,Kolkata_Dankuni_HB (West Bengal),Bongaon_SukntDPP_D (West Bengal),2018-09-27 22:45:06.105022,2018-09-27 22:45:06.105022,2018-09-28 01:22:15.857943,4,120.0,55.0,79.67439999999999,121.0,121.0,56.0,79.6743,121.0,56.0,79.6743,summary_row,1.0,22,Thursday,0,night,2.1607142857142856,65.0,2.1607142857142856,test,IND712311AAA->IND743235AAA,2.181286549707602,122.15204678362572,140.47485380116956,0,0.0,1,53.8,FTL,162.06467955338917,5049.5776000000005,160.93515190731245,4046.3206,21.58982575221961,8236.191694628524,20.460298106142886,7176.4583123246875,Carting,True,True,-1.129527646076724,1003.2570000000005,1059.7333823038362,75-150km
trip-153836962485384636,IND421302AAG,IND395023AAA,test,FTL,thanos::sroute:386de269-300a-40dd-9122-af528d171330,Bhiwandi_Mankoli_HB (Maharashtra),Surat_HUB (Gujarat),2018-10-01 04:53:44.854098,2018-10-01 04:53:44.854098,2018-10-01 14:16:04.202562,10,406.0,195.0,267.7516,410.0,410.0,189.0,253.9137,410.0,189.0,253.9137,summary_row,4.0,4,Monday,0,late_night,2.1693121693121693,221.0,2.1693121693121693,test,IND421302AAG->IND395023AAA,2.1392344497607656,404.3153110047847,464.9626076555024,0,0.0,1,183.20000000000002,FTL,421.54799578110664,10625.2384,421.55888790694036,11364.3754,0.0,16948.458336716598,0.0,17687.758718604106,FTL,False,False,0.010892125833720456,-739.1370000000006,0.0,150-300km
trip-153814616697869697,IND160002AAC,IND142001AAB,test,FTL,thanos::sroute:a9af5fc9-2972-4795-b7a7-9fd3cc07c942,Chandigarh_Mehmdpur_H (Punjab),Moga_DPC (Punjab),2018-09-28 14:49:26.978964,2018-09-28 14:49:26.978964,2018-09-28 20:46:27.611657,7,224.0,172.0,211.1584,227.0,227.0,119.0,164.5184,227.0,119.0,164.5184,summary_row,3.0,14,Friday,0,afternoon,1.9075630252100841,108.0,1.9075630252100841,test,IND160002AAC->IND142001AAB,1.878061814556331,223.48935593220338,257.01275932203384,0,0.0,1,84.20000000000002,FTL,216.59880193685242,7764.5888,218.9408207563897,7609.772800000001,0.0,11013.570829052787,0.0,10893.885111345846,FTL,False,False,2.3420188195372873,154.8159999999998,0.0,150-300km
trip-153814616697869697,IND152026AAA,IND000000ACA,test,FTL,thanos::sroute:a9af5fc9-2972-4795-b7a7-9fd3cc07c942,Muktsar_DPC (Punjab),Ludhiana_MilrGanj_HB (Punjab),2018-09-28 14:49:26.978964,2018-09-28 23:04:00.673213,2018-09-29 09:34:12.805164,7,542.0,139.0,183.0123,544.0,544.0,120.0,159.1418,544.0,120.0,159.1418,summary_row,2.0,23,Friday,0,night,4.533333333333333,424.0,4.533333333333333,test,IND152026AAA->IND000000ACA,3.957759412304867,474.93112947658403,546.1707988980716,0,0.0,1,400.0,FTL,552.729039638854,7592.5376,499.62920921350263,7383.955599999999,6.55824074078248,16113.011620510197,0.0,14878.39373820254,FTL,False,False,-53.0998304253514,208.58200000000033,0.0,150-300km
trip-153858395060690822,IND600016AAB,IND600044AAC,test,Carting,thanos::sroute:80bf5118-9538-4509-9d53-679a0c5f5e59,Chennai_Alandur_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu),2018-10-03 16:25:50.607149,2018-10-03 16:25:50.607149,2018-10-03 17:59:54.012479,4,56.0,33.0,38.4254,57.0,57.0,32.0,35.848099999999995,57.0,32.0,35.848099999999995,summary_row,1.0,16,Wednesday,0,afternoon,1.78125,25.0,1.78125,test,IND600016AAB->IND600044AAC,2.023366658916531,64.74773308532899,74.45989304812834,0,0.0,1,18.6,Carting,68.793909431561,3647.1391999999996,69.31114183793049,2205.6202,0.0,4679.047841473415,0.0,3245.287327568957,Carting,True,False,0.5172324063694873,1441.5189999999998,0.0,25-75km
trip-153852157008371848,IND506002AAA,IND506132AAA,test,FTL,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,Warangal_HunterRd_I (Telangana),Khanpur_Nrsampt_D (Telangana),2018-10-02 23:06:10.084596,2018-10-02 23:06:10.084596,2018-10-03 00:49:09.886917,2,38.0,34.0,32.3883,39.0,39.0,34.0,32.388400000000004,39.0,34.0,32.388400000000004,summary_row,1.0,23,Tuesday,0,night,1.1470588235294117,5.0,1.1470588235294117,test,IND506002AAA->IND506132AAA,1.3780864197530864,46.85493827160494,53.88317901234567,0,0.0,0,0.0,FTL,42.65590744140882,3536.4288,48.01441883537753,2060.3128,0.0,4176.267411621133,0.0,2780.529082530663,Carting,True,True,5.358511393968712,1476.116,1395.73832909047,25-75km
trip-153852157008371848,IND506132AAA,IND122001AAJ,test,FTL,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,Khanpur_Nrsampt_D (Telangana),Mahbubabad_Yellanda_D (Telangana),2018-10-02 23:06:10.084596,2018-10-03 00:49:09.886917,2018-10-03 02:00:57.470277,2,65.0,49.0,57.8402,66.0,66.0,49.0,57.840300000000006,66.0,49.0,57.840300000000006,summary_row,1.0,0,Wednesday,0,late_night,1.346938775510204,17.0,1.346938775510204,test,IND506132AAA->IND122001AAJ,1.8872960949085515,92.47750865051903,106.34913494809688,0,0.0,1,7.200000000000003,FTL,69.43990636841372,4350.8896,70.7802984559114,3129.2926,0.0,5392.488195526206,0.0,4190.997076838671,Carting,True,True,1.3403920874976905,1221.5970000000002,1201.4911186875352,25-75km
trip-153852157008371848,IND122001AAJ,IND507123AAA,test,FTL,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,Mahbubabad_Yellanda_D (Telangana),Yellandu_Sudimala_D (Telangana),2018-10-02 23:06:10.084596,2018-10-03 02:00:57.470277,2018-10-03 02:56:06.665105,2,42.0,56.0,38.1796,42.0,42.0,57.0,38.1796,42.0,57.0,38.1796,summary_row,0.0,2,Wednesday,0,late_night,0.7368421052631579,-15.0,0.9068975515463917,test,IND122001AAJ->IND507123AAA,1.297291283136966,73.94560313880707,85.03744360962813,0,0.0,0,0.0,FTL,46.68674813987727,3721.7472,46.53302657563469,2303.5432,0.0,4422.048422098159,0.0,3001.5385986345204,Carting,True,True,-0.15372156424257355,1418.2039999999997,1420.5098234636384,25-75km
trip-153852157008371848,IND507123AAA,IND506314AAA,test,FTL,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,Yellandu_Sudimala_D (Telangana),Rayaparthi_Perkadrd_D (Telangana),2018-10-02 23:06:10.084596,2018-10-03 02:56:06.665105,2018-10-03 05:21:36.285952,4,135.0,115.0,98.2801,136.0,136.0,108.0,130.5519,136.0,108.0,130.5519,summary_row,1.0,2,Wednesday,0,late_night,1.2592592592592593,28.0,1.2592592592592593,test,IND507123AAA->IND506314AAA,1.604772240050066,173.31540192540712,199.31271221421818,0,0.0,1,6.400000000000006,FTL,142.72993318118486,6677.6608,155.29530162138494,6183.1798,0.0,8818.609797717772,0.0,8512.609324320774,FTL,False,False,12.565368440200075,494.48099999999977,0.0,75-150km
trip-153852157008371848,IND506314AAA,IND506002AAA,test,FTL,thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,Rayaparthi_Perkadrd_D (Telangana),Warangal_HunterRd_I (Telangana),2018-10-02 23:06:10.084596,2018-10-03 05:21:36.285952,2018-10-03 16:26:41.944592,1,348.0,25.0,35.8507,348.0,348.0,25.0,35.8507,348.0,25.0,35.8507,summary_row,0.0,5,Wednesday,0,late_night,13.92,323.0,12.08108108108108,test,IND506314AAA->IND506002AAA,3.2857142857142856,82.14285714285714,94.46428571428571,1,253.53571428571428,1,318.0,FTL,100.54898876206671,3647.2224,76.87653010289544,2205.7294,6.084703047781005,5368.421838103336,0.0,3358.877351543432,Carting,True,True,-23.67245865917127,1441.493,2009.5444865599043,25-75km
trip-153816077421519787,IND520011AAA,IND521185AAA,test,Carting,thanos::sroute:7346848e-3a8c-4fa4-a89f-a29785ede274,Vijayawada (Andhra Pradesh),Nandigama_Chndrlpd_D (Andhra Pradesh),2018-09-28 18:52:54.215464,2018-09-29 01:39:52.096270,2018-09-29 03:34:02.543825,5,41.0,27.0,41.4822,42.0,42.0,29.0,41.4821,42.0,29.0,41.4821,summary_row,1.0,1,Saturday,1,late_night,1.4482758620689655,13.0,1.4482758620689655,test,IND520011AAA->IND521185AAA,2.409090909090909,69.86363636363636,80.3431818181818,0,0.0,1,7.200000000000003,Carting,83.75529732743371,3827.4272,88.76212706162582,2442.2482,3.4121155092519047,5203.180702735322,8.418945243444014,4068.3431894449277,Carting,True,False,5.0068297341921095,1385.179,0.0,25-75km
trip-153816077421519787,IND521185AAA,IND521225AAB,test,Carting,thanos::sroute:7346848e-3a8c-4fa4-a89f-a29785ede274,Nandigama_Chndrlpd_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-28 18:52:54.215464,2018-09-29 03:34:02.543825,2018-09-29 05:31:32.205631,6,102.0,46.0,61.4278,105.0,105.0,44.0,58.729,105.0,44.0,58.729,summary_row,3.0,3,Saturday,1,late_night,2.3863636363636362,61.0,2.3863636363636362,test,IND521185AAA->IND521225AAB,2.1681257014590347,95.39753086419753,109.70716049382716,0,0.0,1,52.2,Carting,101.65458429425611,4379.3279999999995,98.81861380611362,3166.618,0.0,5904.146764413841,0.0,4648.897207091704,Carting,True,False,-2.835970488142493,1212.7099999999996,0.0,25-75km
trip-153842728001275308,IND600056AAB,IND600116AAB,test,Carting,thanos::sroute:6ec6ffaf-66fe-4853-b1b0-715b9348046e,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Porur_DPC (Tamil Nadu),2018-10-01 20:54:40.013054,2018-10-01 20:54:40.013054,2018-10-01 22:37:10.289144,4,49.0,26.0,31.5642,49.0,49.0,27.0,31.5642,49.0,27.0,31.5642,summary_row,0.0,20,Monday,0,evening,1.8148148148148149,22.0,1.8148148148148149,test,IND600056AAB->IND600116AAB,3.7965361210797313,102.50647526915274,117.88244655952565,0,0.0,1,16.6,Carting,72.58605272568657,3510.0544,72.68960276056274,2025.6964,0.0,4598.8451908852985,0.0,3116.040441408441,Carting,True,False,0.10355003487616443,1484.358,0.0,25-75km
trip-153841975594673643,IND421302AAG,IND400072AAB,test,Carting,thanos::sroute:6ce329f9-0cf6-40bc-8197-6f8acc65461d,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai Hub (Maharashtra),2018-10-01 18:49:15.946973,2018-10-01 18:49:15.946973,2018-10-01 20:34:39.211854,3,85.0,23.0,28.1274,85.0,85.0,24.0,28.1274,85.0,24.0,28.1274,summary_row,0.0,18,Monday,0,evening,3.5416666666666665,61.0,3.5416666666666665,test,IND421302AAG->IND400072AAB,2.395070422535211,57.48169014084506,66.10394366197181,1,18.89605633802819,1,56.2,Carting,47.139822421850766,3400.0768,42.64647624704383,1881.3508000000002,0.0,4107.1741363277615,0.0,2521.0479437056574,Carting,True,False,-4.493346174806938,1518.7259999999997,0.0,25-75km
trip-153801437118037011,IND712311AAA,IND826004AAA,test,FTL,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,Kolkata_Dankuni_HB (West Bengal),Dhanbad_Kalynpur_I (Jharkhand),2018-09-27 02:12:51.180632,2018-09-27 02:12:51.180632,2018-09-27 10:44:58.810430,11,336.0,175.0,254.4631,339.0,339.0,173.0,244.8281,339.0,173.0,244.8281,summary_row,3.0,2,Thursday,0,late_night,1.9595375722543353,166.0,1.9595375722543353,test,IND712311AAA->IND826004AAA,1.9072802197802199,329.95947802197804,379.4533997252747,0,0.0,1,131.4,FTL,316.73922309851474,10334.4992,323.0557366128424,10982.780200000001,0.0,15085.58754647772,0.0,15828.616249192637,FTL,False,False,6.316513514327653,-648.2810000000009,0.0,150-300km
trip-153801437118037011,IND826004AAA,IND821115AAB,test,FTL,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,Dhanbad_Kalynpur_I (Jharkhand),Sasaram_Central_I_2 (Bihar),2018-09-27 02:12:51.180632,2018-09-27 10:44:58.810430,2018-09-27 17:58:56.700955,13,420.0,364.0,452.74940000000004,425.0,425.0,251.0,332.4819,425.0,251.0,332.4819,summary_row,5.0,10,Thursday,0,morning,1.6932270916334662,174.0,1.6932270916334662,test,IND826004AAA->IND821115AAB,2.0,502.0,577.3,0,0.0,1,123.80000000000001,FTL,578.14665857854,13139.4208,578.0038777204132,14664.2398,0.8466585785400866,21841.253728927004,0.7038777204132884,23358.93368602066,FTL,False,False,-0.1427808581267982,-1524.8189999999995,0.0,300km+
trip-153801437118037011,IND821115AAB,IND209304AAA,test,FTL,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,Sasaram_Central_I_2 (Bihar),Kanpur_Central_H_6 (Uttar Pradesh),2018-09-27 02:12:51.180632,2018-09-27 17:58:56.700955,2018-09-28 05:54:51.702510,20,658.0,333.0,482.81460000000004,666.0,666.0,324.0,456.3022,666.0,324.0,456.3022,summary_row,8.0,17,Thursday,0,evening,2.0555555555555554,342.0,2.0555555555555554,test,IND821115AAB->IND209304AAA,1.9661538461538464,637.0338461538462,732.588923076923,0,0.0,1,277.2,FTL,636.8765771699099,17101.670400000003,638.7451284906946,19864.6924,0.0,26654.81905754865,0.0,29445.86932736042,FTL,False,False,1.868551320784718,-2763.021999999997,0.0,300km+
trip-153801437118037011,IND209304AAA,IND000000ACB,test,FTL,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,Kanpur_Central_H_6 (Uttar Pradesh),Gurgaon_Bilaspur_HB (Haryana),2018-09-27 02:12:51.180632,2018-09-28 05:54:51.702510,2018-09-28 20:20:29.207724,18,609.0,453.0,566.0335,617.0,617.0,327.0,444.7549,617.0,327.0,444.7549,summary_row,8.0,5,Friday,0,late_night,1.8868501529051989,290.0,1.8868501529051989,test,IND209304AAA->IND000000ACB,1.9848419379480098,649.0433137089992,746.399810765349,0,0.0,1,224.60000000000002,FTL,647.928791292159,16732.1568,648.5578283960316,19379.7058,0.0,26451.088669382385,0.0,29108.073225940476,FTL,False,False,0.6290371038726335,-2647.548999999999,0.0,300km+
trip-153810724582948844,IND560300AAA,IND560078AAC,test,Carting,thanos::sroute:4dd49af2-018a-465d-8f9a-d91ff73d400a,Bengaluru_KGAirprt_HB (Karnataka),BLR_JPNagar_Pc (Karnataka),2018-09-28 04:00:45.829737,2018-09-28 04:00:45.829737,2018-09-28 06:38:54.573763,4,117.0,42.0,40.9668,119.0,119.0,41.0,39.3981,119.0,41.0,39.3981,summary_row,2.0,4,Friday,0,late_night,2.902439024390244,78.0,2.902439024390244,test,IND560300AAA->IND560078AAC,2.4285714285714284,99.57142857142857,114.50714285714285,1,4.492857142857147,1,69.80000000000001,Carting,103.07430666994082,3760.7392,117.31151517157569,2354.7201999999997,0.0,5306.853800049113,2.8043723144328396,4212.545958578785,Carting,True,False,14.237208501634868,1406.0190000000002,0.0,25-75km
trip-153826924358479913,IND151001AAA,IND148101AAA,test,FTL,thanos::sroute:70aeb57c-acbf-4ef3-8422-e7edaefcc49f,Bhatinda_DPC (Punjab),Barnala_DC (Punjab),2018-09-30 01:00:43.585032,2018-09-30 01:00:43.585032,2018-09-30 04:19:49.778638,3,59.0,61.0,63.8446,59.0,59.0,57.0,60.2322,59.0,57.0,60.2322,summary_row,0.0,1,Sunday,1,late_night,1.0350877192982457,2.0,1.0350877192982457,test,IND151001AAA->IND148101AAA,1.7318007662835249,98.71264367816092,113.51954022988504,0,0.0,0,0.0,FTL,77.85818039732523,4427.4304,80.81518756741457,3229.7524,0.0,5595.303105959879,0.0,4441.980213511219,Carting,True,True,2.9570071700893408,1197.6780000000003,1153.3228924486602,25-75km
trip-153826924358479913,IND148101AAA,IND148102AAA,test,FTL,thanos::sroute:70aeb57c-acbf-4ef3-8422-e7edaefcc49f,Barnala_DC (Punjab),Bhadaur_BChwkDPP_D (Punjab),2018-09-30 01:00:43.585032,2018-09-30 04:19:49.778638,2018-09-30 05:23:18.876375,1,24.0,24.0,26.4847,24.0,,,,24.0,24.0,26.4847,segment_sum,,4,Sunday,1,late_night,1.0,0.0,1.0,test,IND148101AAA->IND148102AAA,1.8181818181818181,43.63636363636363,50.18181818181817,0,0.0,0,0.0,FTL,28.490260133122096,3347.5104,30.92982736842691,1812.3574,0.0,3774.8643019968317,0.0,2276.304810526404,Carting,True,True,2.439567235304814,1535.153,1498.559491470428,25-75km
trip-153801393865745169,IND462001AAA,IND462022AAA,test,Carting,thanos::sroute:79df4167-07fc-4cbf-b505-09c90c3ad6be,Bhopal_Old City (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),2018-09-27 02:05:38.657722,2018-09-27 03:50:09.627639,2018-09-27 05:08:43.622120,2,43.0,12.0,13.6014,43.0,43.0,12.0,13.6014,43.0,12.0,13.6014,summary_row,0.0,3,Thursday,0,late_night,3.5833333333333335,31.0,3.5833333333333335,test,IND462001AAA->IND462022AAA,3.4603174603174605,41.523809523809526,47.75238095238095,0,0.0,1,28.6,Carting,48.07600295971639,2935.2448,44.94841893989365,1271.2588,0.32362200733543744,3667.7116146524863,0.0,1945.485084098405,Carting,False,False,-3.1275840198227414,1663.9859999999999,0.0,0-25km
trip-153837029526866991,IND000000ACB,IND842001AAA,test,FTL,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,Gurgaon_Bilaspur_HB (Haryana),Muzaffrpur_Bbganj_I (Bihar),2018-10-01 05:04:55.268931,2018-10-01 05:04:55.268931,2018-10-02 09:06:32.126267,40,1473.0,837.0,1174.0313,1488.0,1488.0,736.0,994.468,1488.0,736.0,994.468,summary_row,15.0,5,Monday,0,late_night,2.0217391304347827,752.0,2.0217391304347827,test,IND000000ACB->IND842001AAA,2.0363229485992225,1498.7336901690278,1723.5437436943819,0,0.0,1,604.8000000000001,FTL,1490.5409723307898,34322.975999999995,1485.5028649977223,42467.655999999995,0.0,56681.09058496184,0.0,64750.19897496583,FTL,False,False,-5.038107333067501,-8144.68,0.0,300km+
trip-153837029526866991,IND842001AAA,IND854326AAB,test,FTL,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,Muzaffrpur_Bbganj_I (Bihar),Purnia_Central_H_2 (Bihar),2018-10-01 05:04:55.268931,2018-10-02 09:06:32.126267,2018-10-02 17:10:14.955522,11,351.0,207.0,300.106,355.0,355.0,204.0,288.6933,355.0,204.0,288.6933,summary_row,4.0,9,Tuesday,0,morning,1.7401960784313726,151.0,1.7401960784313726,test,IND842001AAA->IND854326AAB,1.988000068181431,405.5520139090119,466.3848159953637,0,0.0,1,110.20000000000002,FTL,398.2928817967222,11738.1856,399.04204240011245,12825.118600000002,0.0,17712.578826950834,0.0,18810.749236001688,FTL,False,False,0.7491606033902372,-1086.933000000001,0.0,150-300km
trip-153837029526866991,IND854326AAB,IND000000ACB,test,FTL,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,Purnia_Central_H_2 (Bihar),Gurgaon_Bilaspur_HB (Haryana),2018-10-01 05:04:55.268931,2018-10-02 17:10:14.955522,2018-10-04 04:29:53.637991,50,1932.0,1235.0,1690.8018,1953.0,1953.0,931.0,1270.199,1953.0,931.0,1270.199,summary_row,21.0,17,Tuesday,0,evening,2.0977443609022557,1022.0,2.0977443609022557,test,IND854326AAB->IND000000ACB,2.176280630659153,2026.1172671436716,2330.034857215222,0,0.0,1,835.8,FTL,2113.091498694762,43146.368,2065.266546608074,54048.358,0.0,74842.74048042143,0.0,85027.3561991211,FTL,False,False,-47.82495208668797,-10901.989999999998,0.0,300km+
trip-153853201294752521,IND396191AAC,IND396210AAA,test,Carting,thanos::sroute:fbc671d5-317e-4df9-9679-04c94160df0d,Vapi_IndEstat_I (Gujarat),Daman_DC (Daman & Diu),2018-10-03 02:00:12.947896,2018-10-03 02:00:12.947896,2018-10-03 02:57:04.926192,1,43.0,11.0,10.2921,43.0,43.0,11.0,10.2921,43.0,11.0,10.2921,summary_row,0.0,2,Wednesday,0,late_night,3.909090909090909,32.0,3.909090909090909,test,IND396191AAC->IND396210AAA,2.0,22.0,25.299999999999997,1,17.700000000000003,1,29.8,Carting,28.30090129303423,2829.3472,30.915218206739702,1132.2682,3.0009012930342323,3358.8922646517117,5.615218206739705,1792.5291103369852,Carting,False,False,2.6143169137054727,1697.0790000000002,0.0,0-25km
trip-153820288070106958,IND500008AAC,IND501359AAE,test,Carting,thanos::sroute:54e99fa1-a23e-4af7-b875-f574319b666b,Hyderabad_Tolichwk_I (Telangana),Hyderabad_Shamshbd_H (Telangana),2018-09-29 06:34:40.701298,2018-09-29 06:34:40.701298,2018-09-29 12:44:06.940408,2,43.0,21.0,23.564300000000003,44.0,44.0,21.0,23.5643,44.0,21.0,23.5643,summary_row,1.0,6,Saturday,1,morning,2.0952380952380953,23.0,2.0952380952380953,test,IND500008AAC->IND501359AAE,4.162337662337662,87.4090909090909,100.52045454545454,0,0.0,1,18.8,Carting,111.517068009861,3254.0576,114.05408431226394,1689.7006000000001,10.996613464406465,5311.695091402142,13.533629766809398,3874.188906522288,Carting,False,False,2.5370163024029324,1564.357,0.0,0-25km
trip-153859003271955591,IND160002AAC,IND000000ACB,test,FTL,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),2018-10-03 18:07:12.719804,2018-10-03 18:07:12.719804,2018-10-04 05:27:22.883248,11,657.0,238.0,324.7717,660.0,660.0,212.0,281.2475,660.0,212.0,281.2475,summary_row,3.0,18,Wednesday,0,evening,3.1132075471698113,448.0,3.1132075471698113,test,IND160002AAC->IND000000ACB,1.9740249652544644,418.49329263394645,481.26728652903836,1,178.73271347096164,1,405.6,FTL,408.7900031632574,11499.92,419.5668288787816,12512.395,0.0,17631.77004744886,0.0,18805.897433181723,FTL,False,False,10.77682571552424,-1012.4750000000004,0.0,150-300km
trip-153859003271955591,IND000000ACB,IND562132AAA,test,FTL,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),2018-10-03 18:07:12.719804,2018-10-04 05:27:22.883248,2018-10-06 11:08:18.498393,77,2917.0,1860.0,2424.6878,2952.0,2952.0,1509.0,2064.6717,2952.0,1509.0,2064.6717,summary_row,35.0,5,Thursday,0,late_night,1.9562624254473162,1443.0,1.9562624254473162,test,IND000000ACB->IND562132AAA,1.9113636780927268,2884.2477902419246,3316.884958778213,0,0.0,1,1141.2,FTL,2859.442039665718,68569.4944,2861.3032028916077,87416.2114,0.0,111461.12499498576,0.0,130335.75944337412,FTL,False,False,1.861163225889868,-18846.717000000004,0.0,300km+
trip-153833432831309659,IND431136AAC,IND431001AAA,test,Carting,thanos::sroute:125af0fb-2b03-48c4-8a60-2945b4aba1c5,Aurangabad_Central_H_1 (Maharashtra),Aurangabad (Maharashtra),2018-09-30 19:05:28.313360,2018-09-30 19:05:28.313360,2018-10-01 02:23:05.176786,2,27.0,10.0,14.6662,28.0,28.0,9.0,13.4177,28.0,9.0,13.4177,summary_row,1.0,19,Sunday,1,evening,3.111111111111111,19.0,3.111111111111111,test,IND431136AAC->IND431001AAA,2.7222222222222223,24.5,28.174999999999997,0,0.0,1,17.200000000000003,Carting,21.64999278644429,2929.3664,24.9151977896359,1263.5434,0.0,3254.1162917966644,0.0,1637.2713668445385,Carting,False,False,3.2652050031916104,1665.8229999999999,0.0,0-25km
